GyZ,GyY,GyX,Tmp,AcZ,AcY,AcX
-4.55,-345.65,-395.05,26.06176,-7140.399,5.799988,-13109.0
-24.85,-996.65,-376.8,26.09471,-7026.999,44.8,-13004.2
-207.15,-575.5999,-129.85,26.11588,-6968.401,94.79999,-12950.6
-99.05002,-424.7499,-274.55,26.17471,-6912.797,-55.60001,-12931.8
118.0,1008.5,-531.65,26.07588,-6904.6,-275.0,-12886.2
141.95,1023.35,-576.0,26.13706,-7069.602,80.99998,-13111.4
7.55,1200.4,-391.85,26.0947,-7176.399,29.80002,-13119.8
17.8,182.75,-429.9,26.05941,-7199.6,-5.199997,-13126.0
30.15,-1523.05,-409.35,26.00529,-7030.001,42.60001,-13099.2
-236.5,-1104.55,-83.5,26.13706,-6981.4,84.60001,-12921.6
121.95,1433.55,-762.95,26.13235,-7174.002,-602.8,-13024.8
1412.25,1626.7,-2535.3,26.01,-6986.001,-72.19998,-12905.4
-48.05,349.15,-383.75,26.07823,-7085.401,-18.60002,-13246.8
-88.1,-2740.6,-134.85,26.13235,-7075.799,110.2,-13073.2
-219.7,-4202.6,139.65,26.13235,-6809.4,-33.0,-12863.8
44.20001,-5028.699,245.85,26.03353,-6230.2,-239.4,-12419.6
292.9,-6415.05,-459.65,26.09471,-5684.4,39.20001,-12171.0
169.35,-3464.05,1833.9,26.05235,-5015.599,244.0,-11505.8
330.15,-3464.6,1273.6,26.21236,-5324.199,463.0,-11362.0
171.05,-2714.35,813.1001,26.16765,-4643.201,504.6,-10864.4
-152.3,-3334.7,989.8999,26.12294,-4623.399,606.2,-10846.4
239.8,-3210.9,1335.3,26.16294,-4006.999,675.6,-10681.2
360.35,-3496.9,924.75,25.96294,-4109.0,905.1999,-10292.0
139.05,-3693.05,846.25,26.15353,-3710.199,1050.8,-9777.8
-109.8,-2634.5,-231.1,26.04765,-3697.199,1171.6,-9397.201
-720.35,-2849.95,-18.05,25.99588,-3190.2,1398.0,-9263.4
-236.95,-1856.6,758.5,26.19588,-2627.001,1124.2,-9094.601
1040.4,-999.95,2204.4,26.13471,-1828.601,1725.2,-9730.801
3099.25,-1750.1,4877.45,26.13235,-2642.2,1635.6,-8849.4
2448.9,111.45,3093.1,25.98647,-4530.0,2666.0,-8055.8
1418.3,1688.35,-13.99999,26.17471,-2749.602,2600.0,-8551.6
903.5,3281.05,1045.05,26.18412,-3276.0,3027.4,-9481.4
2462.4,6977.8,1925.15,26.20529,-2757.201,3025.0,-9017.801
713.9001,5092.349,2741.45,26.08529,-4665.399,3587.8,-9407.8
981.35,7037.85,577.2501,26.19588,-4177.599,3812.0,-10068.4
509.45,2619.35,1702.45,26.00294,-4754.6,3757.6,-10432.2
668.9501,1486.1,1542.8,26.10883,-5091.001,4285.2,-11213.6
2036.35,-409.75,1524.6,26.01,-5641.6,4080.4,-10549.4
615.1499,1023.55,355.15,26.26647,-5588.999,4736.0,-10698.0
1581.6,1498.85,947.5999,26.07117,-5098.8,5043.0,-11383.4
2574.2,2173.95,2096.2,26.11353,-5519.6,5120.2,-10936.4
2566.5,2935.65,3277.15,26.10177,-5785.8,5630.001,-11002.6
1880.35,3578.5,2992.7,25.98647,-6823.4,5810.201,-10896.2
1207.6,3389.55,723.65,26.2053,-7417.999,6390.4,-11149.0
1424.85,1267.3,319.5499,26.25941,-6656.6,6472.0,-11336.4
1162.75,1606.05,649.05,26.18176,-7387.2,6783.199,-11789.2
1755.45,2217.15,1215.8,26.15118,-7016.4,6882.801,-11630.4
2589.15,2046.2,1700.2,26.21941,-7888.6,7285.999,-11628.8
980.5499,1265.85,286.25,26.10883,-7961.6,7506.799,-11268.0
302.8,521.65,385.05,26.14412,-8184.8,7731.2,-11620.0
1022.25,826.2501,564.55,26.25471,-8293.8,7936.4,-12093.0
924.65,592.9,301.3,26.28059,-8295.801,7868.201,-11184.8
420.95,-83.20001,87.85001,26.21,-8426.2,8232.6,-11747.4
1111.35,-372.05,-108.2,26.06883,-8392.6,8188.8,-11467.6
1080.75,-732.75,270.15,26.05941,-8502.398,8201.2,-11540.8
920.2,-786.2499,-179.1,26.19588,-8362.201,8455.201,-10996.6
195.85,-281.8,-315.8,26.05941,-8406.4,8369.601,-10937.6
91.65,86.90001,-170.6,26.14412,-8231.601,8422.8,-11400.0
600.3,58.24999,-100.85,26.18412,-8205.601,8482.8,-11109.6
549.5,104.25,-109.45,26.08059,-8338.599,8572.001,-10935.4
106.6,511.2999,80.6,26.03118,-8203.401,8601.8,-10972.2
541.5,208.95,432.8,26.19823,-8325.8,8696.001,-11421.0
958.25,4.399998,176.5,26.09706,-8977.201,8713.401,-10888.4
163.2,150.7,-350.95,26.20294,-8402.801,8806.399,-11014.8
13.5,-34.7,-422.3,26.26177,-8674.399,8924.6,-10861.6
-85.44999,312.9,-275.15,26.18647,-8337.2,8817.401,-11025.6
-111.65,226.9,-345.3,26.13471,-8621.2,8859.199,-11093.0
408.95,-156.55,-694.6,26.09706,-8649.401,8866.798,-11171.8
164.8,-108.4,-646.55,26.07588,-8352.4,8751.8,-10781.8
-176.5,0.1000118,-730.95,26.14647,-8372.199,8999.4,-11295.6
337.05,-1.349999,-637.7,26.27588,-8479.2,8899.199,-11063.2
249.45,-33.35,-570.95,26.18176,-8393.8,8859.599,-10898.8
123.15,309.6,-350.2,26.19588,-8253.401,8836.4,-10793.2
-135.1,64.3,-299.7,26.19353,-8434.401,8855.0,-10941.6
49.5,-55.05,-562.15,26.04765,-8200.801,8827.0,-10848.4
-102.6,137.65,-590.2501,26.15353,-8350.6,8860.4,-10916.4
-56.45,70.14999,-391.2501,26.16059,-8406.801,8819.4,-10963.0
78.35001,133.7,-557.85,26.19353,-8321.599,8804.999,-10805.2
-105.2,107.15,-340.15,26.15118,-8393.199,8808.801,-10954.6
90.95,6.949997,-481.25,26.26177,-8334.0,8809.8,-11011.0
-25.95,28.9,-449.8,26.09235,-8279.6,8809.2,-10839.6
-8.150002,241.9,-321.3,26.13941,-8309.602,8810.802,-10959.2
199.7,141.65,-401.65,26.1653,-8212.601,8847.601,-10899.2
64.95,201.95,-359.65,26.26882,-8338.6,8797.6,-10922.8
47.0,61.0,-426.8,26.16294,-8380.401,8817.2,-11003.4
125.85,84.50001,-420.8,26.16059,-8334.0,8828.402,-10898.6
-51.95,177.8,-339.8,26.2453,-8418.0,8853.6,-10874.6
-65.55,-17.55,-418.8,26.22177,-8338.6,8837.2,-10946.8
104.4,10.95,-389.85,26.20059,-8415.599,8843.2,-10861.0
-107.05,-110.35,-342.9,26.05235,-8252.601,8827.4,-10877.4
-33.50001,-15.6,-335.3,26.13941,-8255.401,8877.4,-10963.8
123.75,-50.15,-456.35,26.15589,-8286.601,8795.799,-10809.4
-92.4,99.65,-388.4999,26.15353,-8289.2,8838.599,-10786.6
-119.25,236.65,-254.1,26.06883,-8322.999,8841.201,-10960.4
-34.2,96.2,-391.9,26.14412,-8280.999,8824.599,-10963.4
-31.3,252.35,-352.3,26.06177,-8249.802,8812.201,-10899.6
1.550001,198.4,-375.3,26.23353,-8317.0,8818.601,-10935.6
-22.9,108.2,-355.2,26.22176,-8332.001,8846.999,-10936.0
118.0,162.05,-442.55,26.10883,-8325.799,8823.2,-10874.8
-99.09999,167.95,-320.9,26.28059,-8286.6,8816.6,-10885.2
-19.0,240.6,-359.35,26.22412,-8328.599,8813.4,-10895.6
-88.04999,294.3,-341.7,26.19823,-8418.601,8851.6,-10935.0
-12.3,219.6,-392.7,26.19588,-8422.4,8830.4,-10963.2
-14.45,235.1,-377.55,26.10883,-8412.6,8834.4,-11018.0
101.45,188.1,-365.7,26.16059,-8386.001,8815.4,-10956.0
41.8,248.15,-259.2,26.25471,-8468.0,8828.999,-10962.2
-25.95,152.15,-379.4,26.20529,-8397.0,8857.399,-10976.2
58.4,208.35,-410.6499,26.08059,-8434.6,8850.6,-10962.2
-55.65,207.9,-337.05,26.15588,-8431.8,8866.602,-10933.4
2.05,144.2,-392.45,26.17,-8484.599,8855.399,-11050.8
10.55,56.8,-395.25,26.16529,-8457.399,8846.999,-10952.4
-80.49999,145.7,-320.8,26.21706,-8496.0,8841.6,-10996.4
136.8,135.95,-365.1,26.27824,-8353.6,8846.4,-11011.8
-84.99999,197.9,-276.8,26.19117,-8504.201,8876.4,-10843.0
-39.8,133.35,-380.2,26.11588,-8523.0,8853.4,-11038.2
2.7,83.75,-322.6,26.22412,-8397.598,8862.601,-10969.0
-128.1,347.45,-234.05,26.16765,-8433.2,8875.2,-10976.2
71.45,111.4,-391.4,26.12059,-8556.399,8861.4,-11083.8
58.90001,76.15,-438.05,26.14647,-8424.4,8895.801,-10884.2
36.4,210.8,-330.35,26.12765,-8521.8,8875.4,-11042.0
58.25,154.45,-369.25,26.34176,-8413.2,8878.2,-10876.8
42.0,50.1,-445.2,26.23588,-8545.798,8895.4,-11063.8
-23.75,46.95,-380.2,26.15353,-8431.6,8880.0,-10922.0
-9.250001,199.65,-381.65,26.24059,-8536.0,8884.199,-11053.8
88.85,30.8,-433.05,26.23588,-8560.8,8912.801,-10944.6
-194.4,214.0,-262.6,26.14882,-8400.8,8857.6,-10899.4
79.4,271.85,-406.85,26.15824,-8542.6,8878.001,-11093.2
-67.45,208.1,-343.1,26.20294,-8527.801,8883.399,-10934.2
54.90001,249.3,-341.7,26.19117,-8478.8,8845.199,-11063.8
15.3,49.15,-382.2,26.24294,-8557.001,8874.599,-11029.4
-15.7,115.3,-373.7,26.18882,-8479.0,8893.999,-10947.4
-10.6,48.15,-425.25,26.19117,-8533.8,8853.4,-11083.2
-13.25,123.25,-352.0999,26.28294,-8503.6,8895.599,-10962.6
9.0,230.1,-308.2,26.24059,-8486.999,8861.601,-11094.8
74.75,-35.2,-489.25,26.20059,-8533.599,8895.0,-11033.8
-74.0,143.05,-331.45,26.28765,-8533.801,8896.601,-10909.4
92.0,17.7,-425.6,26.11353,-8566.6,8893.2,-11112.4
23.4,94.20001,-373.65,26.21235,-8421.6,8892.799,-10897.8
-120.2,189.35,-338.05,26.23588,-8643.001,8895.8,-11033.6
120.55,72.95,-408.0,26.21235,-8558.399,8883.2,-11060.4
-22.6,164.85,-369.85,26.24059,-8469.199,8900.401,-10970.2
-55.05,206.2,-367.9,26.20059,-8509.8,8872.999,-10991.4
16.35,124.05,-407.45,26.20059,-8578.0,8884.2,-10986.6
-33.9,224.7,-337.25,26.26882,-8551.399,8877.999,-11046.0
24.75,112.05,-392.7,26.23588,-8562.2,8893.4,-11022.2
24.2,170.45,-407.4,26.31589,-8448.601,8881.6,-10975.2
-12.15,87.99999,-413.3,26.17471,-8625.598,8900.6,-11053.2
46.35,167.8,-375.5,26.17,-8570.601,8899.799,-11033.8
-56.5,79.25001,-393.85,26.26882,-8516.199,8889.0,-11042.8
-17.55,169.6,-361.75,26.07353,-8520.202,8873.2,-10961.2
41.2,93.55002,-420.85,26.14412,-8561.399,8903.6,-11099.2
17.3,-60.85001,-418.4,26.19353,-8537.0,8901.999,-10997.2
23.8,266.5,-368.2499,26.20765,-8554.6,8867.6,-11006.0
13.65,108.85,-417.7,26.28765,-8565.8,8886.801,-11076.2
-168.6,237.5,-346.65,26.31824,-8580.2,8879.4,-11014.4
38.6,84.65,-430.05,26.15353,-8584.4,8877.4,-11055.6
-19.45,206.7,-379.65,26.22647,-8493.601,8876.8,-10955.0
-13.65,108.55,-422.8,26.36059,-8648.0,8889.6,-11172.6
19.75,87.25,-360.8999,26.15588,-8580.4,8883.601,-11029.2
37.14999,171.4,-404.65,26.17706,-8546.202,8869.999,-11016.4
-1.2,82.95,-417.55,26.2453,-8552.2,8900.8,-11052.4
-10.25,136.95,-370.5,26.14177,-8583.4,8869.801,-11081.2
47.4,79.7,-470.4,26.32059,-8520.199,8868.2,-11078.2
-49.7,201.2,-363.35,26.21706,-8513.4,8887.0,-10992.6
16.1,127.35,-434.05,26.2053,-8644.2,8900.8,-11205.0
45.4,116.3,-346.15,26.20529,-8556.6,8880.0,-11033.0
1.9,169.9,-399.35,26.27824,-8585.0,8893.999,-11034.2
63.25,162.65,-463.3,26.17,-8596.2,8889.8,-11119.0
-28.7,160.1,-354.15,26.2547,-8610.6,8881.8,-11018.2
11.05,182.7,-379.7,26.16765,-8591.999,8870.4,-11054.0
-24.85,99.05001,-388.1499,26.27353,-8638.4,8895.999,-11074.6
34.1,120.35,-405.55,26.25706,-8592.6,8881.4,-11062.0
-1.65,106.35,-418.35,26.24294,-8639.8,8895.0,-11042.0
52.45,22.85,-436.9999,26.23353,-8626.601,8891.801,-11107.8
24.7,227.85,-354.9,26.23353,-8560.8,8871.401,-11018.4
-42.10001,76.65,-420.75,26.17,-8644.2,8882.8,-11102.4
11.85,64.85,-401.75,26.11353,-8664.8,8868.401,-11086.4
-13.2,18.95,-419.6,26.23588,-8629.2,8881.2,-11016.0
64.5,143.25,-406.6,26.19353,-8588.6,8872.6,-11083.4
-4.099999,108.05,-416.45,26.06882,-8662.999,8897.201,-11031.2
-64.35,221.45,-331.2,26.34176,-8550.2,8851.4,-11109.4
77.9,75.70001,-478.65,26.22647,-8633.0,8876.8,-11087.0
-7.7,195.0,-364.2,26.28059,-8593.399,8883.8,-11013.8
-3.149999,64.0,-391.35,26.28294,-8641.4,8877.599,-11180.0
71.15,66.55,-452.35,26.26412,-8572.6,8889.998,-11014.0
3.600002,155.35,-358.1,26.26412,-8570.601,8878.6,-11113.4
2.300001,58.40001,-412.6,26.23824,-8618.999,8871.0,-11037.2
0.9500025,152.95,-394.85,26.20294,-8543.2,8882.999,-10972.6
-60.9,51.05,-358.95,26.18883,-8600.8,8867.6,-11135.0
37.65001,90.4,-421.75,26.13706,-8560.399,8862.599,-11047.8
10.65,118.35,-409.05,26.15824,-8550.2,8864.2,-11075.2
33.15,161.95,-394.9499,26.18412,-8580.2,8871.799,-11073.8
25.65,126.25,-430.9,26.20294,-8636.199,8886.8,-11014.6
21.45,121.65,-401.45,26.17236,-8625.6,8856.601,-11069.2
-23.15,77.15,-433.0,26.18882,-8573.001,8875.2,-11018.2
-44.6,155.25,-370.1999,26.31823,-8614.401,8886.201,-11065.6
75.35001,147.7,-445.5,26.12765,-8640.201,8889.8,-11090.4
-15.95,21.9,-404.75,26.13471,-8630.401,8896.4,-11062.0
66.45,60.35001,-426.45,26.24529,-8590.0,8870.199,-11039.4
-92.5,54.5,-388.65,26.22647,-8592.0,8875.0,-11063.6
20.2,248.45,-359.65,26.29471,-8576.8,8877.799,-11069.0
76.95,56.14999,-427.75,26.17471,-8602.599,8868.8,-11120.2
-96.2,1.900001,-358.95,26.29,-8511.199,8889.6,-10965.2
29.1,173.95,-389.35,26.19118,-8648.2,8875.999,-11176.6
40.59999,93.60001,-451.85,26.29235,-8535.4,8870.201,-11031.8
-0.5999998,231.8,-369.05,26.29235,-8560.799,8854.6,-11040.4
92.64999,90.35001,-446.0999,26.27824,-8613.799,8882.001,-11063.4
-89.65,130.9,-325.75,26.28294,-8560.599,8885.401,-10981.4
31.0,69.64999,-448.55,26.17941,-8629.399,8888.6,-11105.0
0.5499964,118.15,-385.1,26.27824,-8453.399,8868.8,-11007.8
32.4,53.85,-395.1,26.15353,-8693.999,8886.999,-11122.2
71.85,106.95,-419.85,26.19353,-8467.801,8850.6,-10993.4
-94.10001,123.55,-379.75,26.25471,-8602.599,8899.799,-11074.2
106.2,152.75,-417.1,26.24059,-8598.599,8883.8,-11092.8
-17.9,-17.75,-450.15,26.25471,-8541.4,8839.8,-10968.4
20.25,227.6,-354.5,26.11353,-8625.8,8870.4,-11054.0
45.85,12.75,-451.4,26.08294,-8543.799,8883.999,-11038.2
-9.536743e-07,195.55,-365.5999,26.35823,-8608.6,8874.4,-11000.2
32.8,92.2,-426.35,26.12765,-8627.599,8899.401,-11140.4
-29.65,103.15,-362.25,26.20059,-8506.4,8897.799,-10942.2
-17.3,127.95,-419.0,26.25706,-8656.6,8878.0,-11141.0
55.65,43.05,-419.1999,26.25,-8508.4,8876.599,-10991.4
-39.05,123.85,-370.1,26.25,-8592.6,8896.6,-11047.0
49.45,86.35,-428.35,26.29235,-8489.001,8851.2,-11088.8
81.95002,160.6,-431.1,26.19353,-8525.2,8877.4,-10947.0
-29.2,88.30001,-397.8,26.23118,-8601.4,8883.598,-11090.8
-30.3,170.4,-353.4,26.36059,-8491.199,8902.799,-10897.4
13.15,118.55,-391.65,26.14412,-8549.0,8859.4,-11165.2
11.1,-6.65,-408.55,26.19823,-8572.001,8888.8,-10970.6
-29.7,228.55,-330.0,26.27118,-8594.599,8878.599,-11070.0
70.0,97.45,-454.25,26.22412,-8574.999,8866.2,-11085.8
-29.0,123.4,-337.45,26.16294,-8584.201,8911.8,-11018.4
35.2,90.8,-421.2,26.27824,-8518.401,8855.599,-11115.2
-132.0,60.35001,-328.2,26.35588,-8546.399,8881.599,-10927.6
50.35,123.45,-418.45,26.21706,-8623.601,8855.599,-11104.4
-48.3,39.2,-430.25,26.23118,-8629.2,8889.2,-11074.4
-37.9,167.25,-359.55,26.06647,-8502.0,8862.799,-10941.2
34.95,109.45,-454.1,26.28294,-8593.8,8874.6,-11163.8
42.65,64.65,-446.5,26.28294,-8582.601,8902.4,-10975.2
-115.45,201.0,-327.2,26.15118,-8592.401,8876.8,-11038.4
122.5,68.75,-465.95,26.26882,-8610.399,8870.601,-11069.0
-34.6,149.2,-372.55,26.20529,-8552.401,8882.401,-11027.4
-34.65,119.4,-397.45,26.20294,-8621.0,8892.399,-11039.6
37.25,81.25,-417.8,26.26647,-8608.799,8864.799,-11065.8
-55.75,129.2,-342.05,26.28765,-8578.401,8901.2,-11038.0
17.2,19.2,-444.4,26.20294,-8535.2,8871.0,-11051.8
34.05,106.1,-380.0,26.26412,-8594.6,8872.6,-11050.0
10.3,68.54999,-409.1,26.33,-8527.4,8864.0,-11014.4
11.45,115.35,-401.85,26.23118,-8586.2,8870.999,-11061.6
-18.7,92.54999,-378.5,26.26647,-8631.0,8865.4,-11062.8
2.950003,15.55,-418.35,26.19824,-8504.801,8851.601,-10987.4
-46.25,182.85,-350.85,26.12765,-8498.401,8867.0,-11032.2
84.75001,21.15,-452.0,26.20765,-8638.0,8879.2,-11114.4
62.6,146.0,-382.2499,26.29235,-8471.199,8886.8,-10986.2
82.35,129.2,-402.2,26.14412,-8660.2,8912.4,-11103.4
129.8,60.75,-408.15,26.20529,-8473.601,8884.6,-10989.6
-48.15,97.05001,-370.0,26.27117,-8589.4,8908.8,-10951.6
-165.1,2.400001,-404.35,26.23588,-8502.001,8855.801,-11017.0
88.15001,29.95001,-390.2,26.13941,-8593.401,8874.202,-11176.2
118.4,2.55,-401.9499,26.29941,-8406.6,8887.401,-10924.0
-68.35,116.7,-341.15,26.2053,-8525.2,8893.399,-11054.6
25.05,99.7,-399.4,26.13,-8482.8,8884.601,-10972.2
-40.1,40.45,-454.65,26.29235,-8505.001,8890.999,-11006.0
-67.55001,131.8,-337.8,26.21235,-8460.799,8860.6,-11035.8
87.65,68.65001,-426.1,26.25706,-8530.6,8889.4,-10996.8
8.6,214.95,-418.3,26.23118,-8420.4,8873.2,-10917.2
-63.09999,25.75001,-454.3,26.26177,-8638.4,8865.199,-11126.6
-97.1,35.5,-390.4,26.29941,-8563.4,8874.199,-11097.8
-1.699999,-42.9,-403.7,26.14647,-8576.601,8871.6,-10961.6
7.5,0.7999978,-484.8501,26.17706,-8504.001,8868.399,-11032.4
-36.75,106.7,-332.95,26.33235,-8553.2,8875.4,-11010.8
32.94999,85.70001,-414.9,26.25941,-8394.199,8874.0,-10912.0
21.3,165.45,-410.4,26.15353,-8508.2,8850.399,-11056.8
-29.25,106.25,-348.25,26.25235,-8455.4,8859.0,-10974.0
41.9,25.05,-463.15,26.26412,-8499.0,8882.0,-10997.4
48.5,95.84999,-388.7,26.22176,-8461.2,8871.799,-10968.4
-76.60001,92.10001,-366.25,26.25235,-8506.8,8861.2,-11008.2
54.35001,102.6,-435.4,26.13235,-8471.0,8880.0,-10934.4
-50.4,18.5,-388.0,26.22176,-8507.6,8865.4,-10982.2
-49.4,94.99999,-401.4999,26.29706,-8416.199,8860.2,-10963.0
-51.1,32.35,-432.3999,26.27118,-8547.6,8854.2,-10978.2
63.45,80.45,-484.9,26.06882,-8346.399,8814.799,-11022.6
-92.15,123.2,-377.55,26.19117,-8476.801,8884.6,-10966.8
8.000001,19.4,-530.9,26.25941,-8466.199,8839.2,-11004.2
-77.80001,20.4,-541.1,26.32765,-8512.0,8845.799,-10999.2
-14.55,8.700001,-515.0,26.23353,-8202.0,8801.801,-10948.6
-32.5,55.85001,-481.25,26.33471,-8402.4,8815.8,-10974.0
-38.7,99.49999,-359.05,26.24294,-8391.6,8799.0,-11038.8
61.85,-186.45,-549.35,26.28765,-8426.201,8825.2,-10900.2
-138.95,-74.6,-503.8,26.17471,-8333.0,8765.8,-10941.8
-93.95,-583.4499,-891.5999,26.25235,-8550.6,8800.2,-10956.4
-151.65,-809.45,-1154.95,26.18882,-8049.001,8651.599,-10744.0
-573.8,-1659.3,-2105.9,26.33706,-8179.8,8931.399,-11319.8
-84.7,-613.4998,-590.7,26.23353,-7781.4,8536.0,-10652.2
-310.9,-746.8,-507.25,26.18882,-7789.001,8532.8,-10725.2
-23.65,-2976.75,-1198.55,26.29,-7642.4,8554.999,-10216.2
-697.25,-4102.9,-2624.55,26.22177,-7528.6,8604.201,-10504.6
-665.45,-3006.5,-1950.0,26.11353,-7033.0,8246.6,-9982.401
-1017.1,-3683.0,-2202.1,26.26412,-6706.801,8021.399,-9661.799
-1993.1,-3424.2,-5084.051,26.26412,-6998.0,6653.2,-9374.801
-3329.65,-4284.05,-5689.6,26.25706,-5093.0,6690.799,-10066.0
-1259.4,-2932.1,-3004.1,26.25706,-3842.999,6634.599,-9791.801
-1004.45,-3053.1,-1407.7,26.22412,-4731.002,6265.6,-9301.2
-676.6999,-3510.75,-2208.1,26.25,-4675.601,6329.8,-9106.4
-487.55,-3659.4,-2874.6,26.15824,-4315.402,5892.6,-8787.2
-1096.1,-2802.3,-2483.2,26.28765,-3689.4,5556.8,-8186.2
-438.2999,-3896.8,-2778.95,26.22882,-3678.202,5266.6,-8220.401
-357.9,-5208.15,-3586.0,26.09471,-3474.599,4568.6,-7708.2
-167.7,-5342.5,-5260.9,26.23588,-2697.999,4404.2,-7390.0
12.7,-4673.7,-4202.5,26.2453,-1481.001,4163.0,-6684.6
340.65,-3433.7,-2225.35,26.21,-1433.201,3943.8,-6231.399
-772.1499,-3535.8,-2746.6,26.18647,-2521.2,3692.2,-5383.6
-1011.05,-3191.95,-4708.4,26.33235,-1615.799,3299.0,-5594.001
-927.45,-3204.3,-4035.8,26.17235,-1131.401,2980.0,-5000.6
-1630.5,-3438.8,-3428.699,26.31824,-994.7989,2430.2,-4930.2
-1799.6,-4081.3,-2779.0,26.19823,-622.5996,2039.6,-4376.4
-2380.25,-6862.601,-1997.95,26.33941,-662.5996,1708.8,-3900.8
-1353.1,-6016.0,-1767.5,26.22176,-93.40039,1699.6,-3611.2
-415.0,-3495.5,-601.7001,26.24765,-345.0,1535.2,-2780.6
107.65,-4903.45,-678.7499,26.20765,-558.0,1450.8,-2029.8
376.3,-2341.75,-849.35,26.21235,79.40039,1216.0,-1805.2
798.4,-1273.5,-1199.55,26.10412,-259.4004,1298.0,-1774.8
603.95,-924.3501,-1565.7,26.21706,-348.6016,1326.2,-1476.4
136.4,-112.7,-2503.95,26.23117,-527.7988,1175.6,-1519.4
-272.4,-351.5,-2501.85,26.12765,1036.201,869.0,-1114.6
83.20001,-1752.75,-484.7,26.29235,-542.0,918.7999,-1512.2
-66.75001,-2146.75,-485.65,26.18883,-8.0,691.4,-583.2
-254.8,-1924.25,-541.2999,26.26412,19.40039,544.8,-475.4
143.55,-43.95005,-1698.45,26.29706,-1832.6,728.0,-649.4
114.6,-989.6501,-3771.7,26.24059,-27.05078,-235.4,-238.4
-4.950006,-458.0,-315.2,26.17,192.6016,-69.19998,-235.6
-420.65,-451.9499,-279.85,26.13235,-59.40039,11.00002,-288.0
-1001.8,-356.95,-266.8,26.23353,-11.20117,130.0,-494.6
-1077.1,-727.0999,-247.5,26.21941,-21.20117,-25.60002,-201.2
-1601.8,176.4,-359.35,26.29235,-60.0,90.59999,-192.4
-98.85001,244.65,-461.05,26.25,-8.800781,227.2,-252.8
135.5,-209.4,-375.75,26.25235,45.40039,11.59998,-210.4
5.749999,223.65,-445.5,26.30647,21.40039,36.00002,-128.8
5.0,67.55,-389.2,26.27118,-25.79883,65.40001,-29.59998
4.3,107.5,-397.35,26.27823,-37.39844,57.59999,-16.79999
12.95,105.2,-396.65,26.22647,-59.80078,52.2,-41.59997
3.8,110.7,-397.55,26.26412,-19.79883,64.99999,-22.20001
5.349999,102.0,-395.8,26.25471,-54.20117,69.8,-36.8
8.5,114.75,-396.2,26.22177,-26.19922,69.59999,-36.80002
8.05,112.7,-398.9,26.20765,-50.80078,77.59999,-24.60001
8.2,110.4,-396.7999,26.26882,-50.80078,68.60001,-13.60001
3.900001,109.0,-396.1,26.17,-34.59961,53.80001,-30.39999
6.6,115.6,-399.05,26.29471,-11.60156,44.60001,-28.20001
6.05,107.3,-401.35,26.16765,-39.00195,71.2,-43.4
7.5,110.2,-399.95,26.19823,-11.40039,85.6,-26.40002
6.0,115.75,-396.2,26.15353,-40.80078,70.60001,-26.20001
7.400001,106.9,-398.75,26.27118,-31.40039,63.79999,-28.60001
6.45,113.8,-400.85,26.24059,-31.0,45.40002,-31.0
3.3,114.3,-401.2999,26.29941,-13.40039,78.40001,-33.59998
7.55,111.0,-395.9,26.27118,-20.39844,70.39999,-34.19998
4.85,114.55,-399.9,26.16294,-36.20117,70.00001,-49.99999
6.849999,111.65,-392.8,26.34412,-11.40039,52.60002,-23.39999
7.0,111.3,-400.25,26.31353,-49.60156,33.60001,-31.0
7.199999,109.2,-398.6,26.30647,-21.79688,68.79999,-44.40001
10.0,108.45,-393.15,26.30882,-31.60156,68.59999,-37.8
6.65,108.5,-398.2,26.26412,-55.59961,59.79999,-27.0
7.3,110.4,-396.8,26.21235,9.800781,70.39999,-19.19998
7.7,113.35,-396.6,26.34176,-8.400391,77.20001,-8.799988
8.85,108.6,-398.55,26.26647,-18.19922,57.8,-10.80002
8.000002,110.0,-403.5501,26.28765,-11.79883,61.60001,-32.79999
5.2,116.05,-403.35,26.18883,-37.80078,52.39998,1.000031
11.1,109.15,-393.5499,26.22412,6.398438,61.40001,-18.0
4.35,113.15,-396.95,26.30176,-44.80078,49.00003,-5.200012
10.65,113.1,-400.1501,26.21235,-8.601563,59.2,-34.0
8.150001,114.3,-399.9499,26.1653,2.802734,63.2,-32.40002
6.3,113.2,-393.6,26.33235,-29.80078,74.60001,-31.0
3.35,113.0,-397.8,26.18177,-36.80078,72.8,-43.19998
9.95,114.0,-400.2,26.23353,-61.0,69.2,-26.20001
6.05,111.7,-394.7999,26.22176,-55.39844,55.8,-28.60001
10.45,113.5,-403.75,26.28059,-10.40039,32.79999,-23.0
-2.1,114.3,-396.5,26.30412,-31.79883,70.40001,-32.79999
12.55,111.25,-395.4,26.24765,-18.00195,66.60001,-15.59998
8.7,112.05,-394.75,26.26176,2.199219,44.8,-48.0
9.65,111.25,-399.45,26.28765,-27.60156,64.59999,-25.19998
10.75,107.35,-398.0,26.35118,-32.19922,63.60001,-17.39999
6.75,115.3,-400.05,26.15118,-24.40234,57.0,-33.20001
7.900001,114.9,-399.9001,26.16294,-50.39844,70.80002,-32.4
4.950001,111.7,-400.05,26.12765,-47.40039,49.0,-30.60001
4.3,110.85,-399.75,26.23588,-15.40039,38.20001,-26.0
3.3,113.0,-395.95,26.22176,-33.00195,58.2,-27.60001
5.300001,111.7,-399.6,26.16765,-25.20117,68.80001,-19.60004
