GyZ,GyY,GyX,Tmp,AcZ,AcY,AcX
7.099999,113.15,-394.9499,26.34647,-47.0,47.2,-17.60004
1.799999,114.2,-392.2,26.29941,-13.59961,57.19998,-38.60001
4.800001,114.15,-395.0,26.17706,-19.40039,70.40001,-8.200043
8.55,112.75,-395.6,26.18412,-48.60157,46.39999,-11.60001
8.05,110.3,-395.5,26.14177,-12.40234,81.40001,-27.80002
7.299999,113.7,-401.5,26.13471,-38.20117,73.2,-31.00003
5.7,108.6,-396.45,26.27118,-50.59961,27.0,-41.99998
6.349999,111.7,-393.75,26.31353,-21.59961,61.8,-3.0
7.75,113.5,-395.5,26.23588,-23.00195,46.0,-24.20001
3.1,114.9,-399.4,26.25706,-27.40039,70.60001,-10.40002
5.15,108.8,-396.25,26.18647,-21.80078,75.59999,-35.20001
5.849999,106.6,-396.15,26.34647,-20.19922,66.20001,-46.39998
3.75,116.2,-397.85,26.21236,-25.19922,55.40001,-42.59999
6.15,109.85,-396.0,26.18412,-36.99805,83.0,-45.59999
3.2,112.45,-399.55,26.27353,-13.59961,54.0,-44.40001
9.299999,108.95,-398.9,26.34882,-33.59766,73.79997,-13.79999
7.699999,114.4,-399.1,26.19823,-30.40039,83.60003,-16.20001
7.300001,111.25,-396.15,26.28059,-4.800781,57.8,-33.19998
4.650001,112.45,-395.65,26.20765,-15.80078,70.59999,-17.99997
6.3,115.1,-395.95,26.20059,-44.79883,69.40001,-18.20001
2.5,109.2,-397.3,26.29941,6.998047,82.99998,-55.20001
9.35,114.25,-395.4,26.20529,-23.0,89.00001,-4.0
7.3,110.2,-394.3,26.21941,-16.40039,76.2,-22.20001
8.150001,107.4,-401.8,26.17471,-30.80078,58.60002,-12.0
7.05,112.55,-400.0999,26.19824,-29.20117,72.59999,-23.79996
6.4,116.75,-400.0999,26.29,-18.20117,49.60002,-12.80002
3.35,111.55,-396.6,26.30882,-65.40039,65.59999,-26.0
6.3,110.85,-398.7999,26.18176,-19.80078,72.59999,-49.40001
8.75,110.4,-393.1499,26.26177,-58.39844,80.59999,-24.60001
5.35,111.75,-400.2,26.19588,-63.59961,71.2,-41.59999
8.65,111.3,-398.05,26.20764,-5.400391,81.20002,-36.99999
8.249999,109.95,-396.4,26.24765,-25.60156,46.80002,-35.99997
-0.2999998,110.95,-391.9,26.29235,-41.39844,49.59999,-34.60001
8.900001,114.3,-404.4,26.28058,-37.79883,55.60001,-32.19998
8.650002,111.4,-400.1,26.24059,-12.79883,61.99998,-41.0
7.2,110.35,-394.9,26.14882,-6.601563,44.8,-34.20001
3.65,114.5,-398.95,26.22647,-51.39844,61.8,-31.40002
8.950001,112.4,-395.7,26.27588,-31.80078,79.8,-32.20001
5.45,114.0,-393.6,26.13941,-40.0,29.40001,-27.4
6.5,108.95,-396.95,26.18882,-21.99805,35.00002,-1.800018
7.199999,113.1,-399.3999,26.10883,-14.0,55.79999,-36.60002
5.2,111.75,-396.7,26.24529,-20.40234,46.60001,-40.60001
4.75,108.8,-396.6,26.12294,-34.20117,68.0,-23.80002
10.1,117.0,-399.65,26.26177,-38.80078,71.60002,-30.20001
8.5,115.0,-397.8,26.15824,-32.39844,75.59999,-19.0
2.2,108.3,-400.0499,26.32765,-31.79883,52.40001,-44.59999
4.450001,109.75,-398.7,26.27824,7.400391,63.40001,-17.39999
11.6,113.5,-395.3,26.18647,-29.59961,61.0,-23.40003
10.65,115.15,-397.05,26.19117,-29.59961,74.59999,-42.0
7.149999,110.65,-400.45,26.2147,-22.20117,77.2,-7.799988
8.25,112.1,-393.25,26.17941,7.197266,54.60001,-30.80002
5.0,115.6,-393.6,26.14882,-50.99805,61.8,-44.60001
12.0,112.05,-398.0,26.27353,-52.40039,69.0,-24.60001
5.0,110.0,-396.0,26.26647,-49.80274,78.80001,-34.00003
6.55,112.05,-401.95,26.24765,-25.00195,69.19998,-50.19998
4.95,111.25,-401.0499,26.15118,-20.0,59.8,-11.39999
2.85,112.35,-397.9,26.21941,-34.79883,65.8,-33.0
10.15,117.05,-400.85,26.16765,-33.40039,75.00001,-50.79998
8.15,109.25,-395.95,26.24059,-43.79883,59.79999,-2.400055
3.6,111.9,-398.7,26.15588,-40.0,73.60001,-56.00003
7.900001,113.9,-397.65,26.27588,-35.80078,67.19997,-29.0
12.75,110.5,-397.7,26.31588,-45.59961,74.0,-18.39999
5.1,114.15,-393.5,26.15824,-42.40039,55.8,-31.00003
9.200001,112.35,-396.3,26.15824,-20.19922,60.19998,-29.20001
11.1,113.7,-392.7,26.20294,-30.59961,60.39998,-31.79999
2.25,113.65,-398.15,26.1653,-15.19922,60.8,-11.20001
3.35,114.85,-397.5,26.21,0.1992188,56.0,-21.39999
5.45,114.65,-399.1,26.25706,-37.59961,69.2,-37.0
10.25,114.85,-400.45,26.22647,-42.80078,68.40001,-5.399994
7.0,113.05,-393.2,26.20765,-48.40039,84.20001,-37.8
2.15,110.75,-400.55,26.26647,-43.19922,67.60001,-63.2
9.500001,115.95,-394.55,26.21706,-29.60156,69.60001,-15.39999
7.050001,108.55,-395.4,26.27353,-43.00195,64.2,-14.79999
7.2,112.0,-399.5,26.27118,-29.20117,79.0,-44.4
8.650001,109.75,-396.7,26.17471,-40.80078,59.20002,-23.60001
6.95,115.95,-396.6,26.20764,-47.40039,75.39999,-41.39999
11.8,112.45,-402.1,26.2053,-21.20117,56.39999,-25.99997
6.1,111.5,-397.4999,26.27353,-44.59766,52.20001,-17.60001
5.8,113.85,-400.85,26.13,-47.59961,60.19998,-23.39999
4.25,110.5,-397.55,26.13941,-33.59961,65.2,-20.60001
11.35,113.95,-401.9,26.28059,-16.99805,53.60001,-38.2
10.55,107.65,-397.8,26.24059,-24.60156,50.59999,-16.79999
7.449999,109.5,-396.0,26.2147,-17.59961,75.79999,-38.60001
6.55,111.1,-399.15,26.24294,-46.39844,69.8,-17.79999
6.0,112.55,-402.6,26.21235,-8.0,42.8,-37.60002
10.4,115.75,-395.55,26.20059,-41.19922,65.8,-2.200012
4.2,105.4,-397.2,26.1653,-21.39844,47.39999,-50.39999
6.9,114.55,-395.9,26.2053,-68.59961,43.80001,-24.79999
5.850001,114.2,-399.25,26.22177,-28.80078,63.59999,-32.59998
3.65,111.95,-401.1499,26.25235,-46.40039,36.19998,-26.20001
9.55,106.5,-396.25,26.24294,-30.59961,63.60001,-31.79999
3.5,108.95,-398.75,26.27824,-40.0,86.2,-27.80002
9.449998,108.1,-400.9,26.19823,5.001953,51.60001,-22.20001
8.849999,112.4,-397.7001,26.17235,-19.19922,65.20003,-30.40003
6.700001,111.95,-397.2,26.30883,-12.40039,67.20001,-28.60001
8.45,112.7,-395.15,26.29706,-12.19922,56.19998,1.800018
11.0,109.35,-395.3,26.22412,-30.59961,68.59999,-34.79999
6.35,117.7,-399.45,26.09706,-2.800781,84.8,-44.20002
7.449999,112.65,-397.8,26.16059,-46.59961,51.20001,-41.79997
7.65,112.4,-398.0999,26.14177,-49.59961,76.2,-30.39999
7.999999,115.35,-398.25,26.25,-36.80078,81.0,-36.59996
8.45,116.1,-396.95,26.19117,-35.99805,49.60001,-23.39999
8.75,112.8,-394.8499,26.2453,-15.19922,84.4,-21.80002
6.35,111.65,-397.25,26.23588,-34.39844,73.39998,-23.19998
9.100001,109.05,-398.4,26.29,-32.00195,80.2,-34.20001
5.55,111.95,-397.7,26.25,-37.99805,74.4,-43.60001
2.0,112.85,-401.6,26.22412,-14.39844,40.39999,-28.59998
7.1,111.9,-392.1499,26.12294,-25.40039,45.00001,-8.0
6.85,109.8,-397.8,26.13471,-31.79883,70.8,-8.0
6.700001,111.8,-394.0,26.13,-33.40039,66.8,-28.40003
12.2,109.4,-399.3999,26.25471,-36.79883,50.59998,-39.2
3.2,106.55,-395.45,26.32529,-52.60156,39.60002,-18.60001
6.0,115.6,-395.25,26.11588,-29.79688,62.0,-10.19998
9.75,112.35,-398.15,26.24529,-47.99805,52.20001,-26.19998
8.099999,110.3,-403.85,26.29471,-28.59961,61.2,-28.00003
10.8,114.9,-397.3,26.14177,-57.00195,66.8,-38.8
5.699999,113.7,-395.6,26.22176,-36.40234,87.40001,-45.0
6.349999,109.35,-401.5,26.21,-9.201172,52.40001,-46.20001
9.549999,111.7,-398.1,26.22177,-29.19922,64.39998,-50.60001
10.8,111.0,-395.75,26.19823,-40.59961,53.4,-21.80005
9.65,108.5,-397.2,26.2547,-42.40039,50.39999,-40.19998
3.95,111.95,-397.25,26.29706,-60.80078,50.39999,-25.20004
10.3,110.0,-398.05,26.17471,-14.20117,59.79999,-29.20001
2.8,111.2,-401.25,26.27824,-44.59961,64.4,-29.20001
4.7,109.3,-399.0,26.23353,-20.80078,40.39999,-17.20001
9.700001,114.6,-400.35,26.21235,-35.80273,43.0,-43.59998
5.9,117.2,-403.7,26.20294,-49.40039,79.79999,-12.60004
8.9,114.5,-397.75,26.20059,-19.19922,48.60001,-49.2
9.6,116.2,-390.65,26.17471,-32.19922,80.80001,-21.20001
7.9,110.9,-399.2,26.31588,-25.99805,80.0,-22.20001
4.599999,112.75,-393.0501,26.18883,-37.59961,65.2,-10.39999
6.3,107.95,-398.35,26.21,-47.0,62.20001,-13.19998
8.400001,110.7,-398.55,26.28059,-25.59961,70.00001,-7.0
7.55,110.65,-401.55,26.21941,-32.80078,47.59999,-39.59996
11.9,114.75,-400.05,26.15588,-31.59961,57.40001,-26.60001
3.25,113.35,-399.0499,26.18176,-47.40039,51.60001,-18.0
7.25,112.1,-398.6,26.19353,-38.19922,54.0,-40.60002
4.85,105.75,-395.65,26.23823,-48.9961,61.8,-27.59998
2.65,111.3,-393.35,26.17471,-31.19922,53.19998,-28.39999
2.2,112.65,-390.8,26.28059,-45.20117,63.40001,-44.80003
0.2500001,113.0,-399.45,26.24765,-35.99805,36.8,-34.0
11.0,110.75,-396.2,26.30647,-22.19922,75.39999,-24.20001
4.199999,112.0,-398.85,26.23588,-52.19727,57.99999,-23.60001
5.9,107.8,-396.15,26.19823,-31.00195,71.59997,-26.80002
10.15,112.65,-398.7999,26.18176,1.800781,54.4,-34.59998
14.5,116.9,-391.2,26.23588,-18.39844,80.2,-2.200012
8.75,111.8,-396.95,26.23588,-31.40039,78.99997,-36.60001
5.349999,110.45,-396.35,26.19823,-57.19922,29.60001,-13.0
5.7,112.05,-401.45,26.23353,-50.20117,66.39999,-2.199982
6.2,113.95,-398.0,26.23824,-37.79883,71.0,-25.0
8.15,114.45,-398.2,26.24764,-24.0,65.99998,-31.39999
6.85,109.75,-400.8,26.25941,-18.60156,28.59999,-25.20001
8.849998,108.7,-398.0,26.30177,-30.20117,66.2,-11.60001
6.35,109.3,-401.15,26.25235,-35.60156,55.60002,-28.20001
4.75,111.7,-394.4,26.22647,-7.400391,71.8,-17.80005
5.15,109.9,-396.45,26.14177,-25.99805,50.20001,-26.20001
4.85,112.2,-401.6,26.18412,-13.0,77.8,-34.79999
1.75,113.8,-402.0,26.22412,-52.79883,68.60001,-22.40002
12.65,111.3,-395.55,26.27823,-34.0,61.0,-33.39999
8.7,112.3,-392.15,26.22412,-29.40039,66.80002,-18.80002
6.1,110.25,-395.3,26.24059,-24.79883,66.60001,-58.59999
6.95,106.5,-396.55,26.28765,-23.0,67.00002,-7.0
3.65,111.15,-397.35,26.28294,-30.59961,64.0,-10.19998
5.35,115.3,-396.5,26.19118,-39.0,54.4,-15.80002
4.9,113.8,-396.15,26.2453,-46.80078,45.20001,-29.60001
6.450001,116.85,-399.2,26.16529,-39.39844,62.8,-27.60001
3.3,110.45,-398.0,26.18882,-49.79883,48.59999,-9.600006
6.8,111.05,-398.7,26.17941,-21.0,58.40001,-40.80002
6.349999,112.9,-400.85,26.17235,-56.59961,69.8,-21.0
2.75,110.15,-403.4,26.17236,-26.0,77.40001,-50.39999
2.85,115.6,-399.0,26.22882,-50.0,73.60001,-21.60001
0.75,115.4,-400.65,26.21706,-14.0,69.0,-45.20001
8.2,112.85,-395.15,26.25,-50.79883,79.2,-17.19998
5.150001,112.45,-394.2,26.24294,-14.0,66.40001,-71.8
1.55,109.95,-394.75,26.25,-21.80078,71.40003,-24.80002
10.35,111.45,-401.95,26.2147,-21.79883,96.00001,-29.79999
8.35,111.9,-401.05,26.21236,-33.0,45.39999,-12.0
6.949999,115.0,-398.1999,26.21235,-64.99805,68.2,-28.80002
9.550001,112.45,-398.8,26.25941,-11.0,55.40001,-27.0
7.599999,112.85,-398.25,26.27588,-13.19922,54.99999,-48.2
5.95,112.95,-398.75,26.11823,-47.20117,77.39999,-1.0
5.75,113.55,-396.2,26.20764,-41.59961,77.0,-45.0
5.25,107.45,-400.05,26.25471,-30.80078,81.59999,-46.80002
6.150001,113.45,-397.2,26.23824,-36.59961,55.59999,-36.20001
4.0,110.45,-398.15,26.13,-24.79883,61.40001,-22.60004
2.6,111.05,-394.9,26.25,-29.80078,74.60001,-29.80002
9.049999,111.2,-403.3,26.16765,0.2011719,47.60001,-12.60001
7.75,109.25,-397.8,26.35118,-35.0,49.40002,-4.199982
10.7,116.55,-399.1,26.26882,-52.40039,42.79999,-35.79999
8.25,113.55,-395.75,26.22647,-44.0,41.60002,-44.0
8.65,112.55,-395.7,26.23353,-60.19922,60.79998,-33.80002
5.95,112.1,-398.75,26.31353,-40.19922,31.99999,-32.79999
7.299999,111.6,-398.7499,26.25941,-22.0,52.8,-29.0
5.05,110.6,-397.1,26.17941,-53.79883,83.2,-9.600006
5.05,107.05,-397.9,26.13471,-36.80078,70.39999,-36.19997
2.85,113.05,-397.15,26.09236,-28.19922,51.79997,-17.20001
7.8,112.45,-398.75,26.20765,-19.19922,79.8,-29.59998
4.95,106.5,-393.15,26.24765,-24.0,59.19998,-19.40002
9.95,113.5,-396.5,26.21235,-37.0,57.0,-44.4
7.85,114.2,-394.1,26.27118,-11.40039,59.80002,-37.59998
8.95,114.0,-393.85,26.16529,-22.40039,52.60001,-36.59999
4.1,106.1,-402.4,26.27824,-33.19922,56.60001,-37.59999
6.2,113.5,-394.4,26.19823,-56.40039,71.0,-28.79999
5.4,109.65,-398.1,26.16059,-7.798828,67.20001,-18.0
8.5,115.5,-398.55,26.33235,-5.800781,53.79999,2.799988
6.750001,113.9,-393.1,26.12765,-31.39844,52.79997,-26.39999
4.3,112.15,-398.6,26.18647,-60.59766,65.0,-29.20001
13.25,113.85,-400.4,26.18882,-40.0,63.59998,-15.39999
6.05,105.85,-403.2,26.31118,-20.40039,62.60001,-23.99997
10.15,113.95,-399.0,26.16529,-33.80078,59.00003,-15.99997
9.9,117.7,-396.45,26.20764,0.4003906,90.99998,-26.60001
6.35,114.25,-396.25,26.17235,0.3984375,83.0,-25.79999
11.1,116.15,-395.45,26.40059,-25.80078,44.4,-21.79999
5.0,111.85,-393.8,26.23353,-46.80078,78.19998,-25.39996
7.2,115.5,-400.45,26.10883,-50.19922,69.59999,-25.0
6.1,113.7,-398.6001,26.25471,-50.0,81.40001,-45.00001
8.4,113.75,-395.6501,26.16529,-24.0,75.39999,-27.59998
9.55,115.2,-394.5,26.27353,-37.80078,49.40002,-7.200012
9.099999,106.85,-399.0499,26.24529,-39.80078,55.80003,-41.79999
5.949999,113.95,-399.9,26.23353,-14.80078,76.59999,-8.399994
